date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:25:58	102570/102570	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-sp-layout2.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-sp-layout2.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:25:59	93882/93882	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-sp-layout3.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-sp-layout3.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:25:59	95052/95052	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-magazine-home-layout1.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-magazine-home-layout1.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:25:59	68559/68559	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-magazine-home-layout2.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-magazine-home-layout2.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:25:59	51678/51678	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-portfolio-presentation-layout1.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-portfolio-presentation-layout1.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:25:59	58869/58869	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-portfolio-presentation-layout2.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-portfolio-presentation-layout2.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:00	57144/57144	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-portfolio-presentation-layout3.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-portfolio-presentation-layout3.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:00	88541/88541	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-shop-home.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-shop-home.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:00	118017/118017	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-revslider-style1.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-revslider-style1.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:00	118758/118758	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-revslider-style2.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-revslider-style2.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:01	97912/97912	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-maximageslider-style1.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-maximageslider-style1.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:01	97923/97923	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-maximageslider-style2.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-maximageslider-style2.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:01	98029/98029	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-maximageslider-style3.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-maximageslider-style3.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:01	100178/100178	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-owl-carousel.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-owl-carousel.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:01	97489/97489	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-typed-text.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-typed-text.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:02	97830/97830	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-video-background.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-video-background.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:02	97503/97503	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-html5-video.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-html5-video.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:02	97612/97612	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-bg-image-parallax.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-bg-image-parallax.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:02	97591/97591	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-bg-static.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-bg-static.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:03	101535/101535	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-appointment-form-style1.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-appointment-form-style1.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:03	101868/101868	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-appointment-form-style2.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/index-home-variation-appointment-form-style2.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:03	52981/52981	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-preloader.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-preloader.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:03	51500/51500	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-header-style1.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-header-style1.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:03	51800/51800	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-header-style2.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-header-style2.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:04	53505/53505	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-header-style3.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-header-style3.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:04	51613/51613	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-header-style4.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-header-style4.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:04	51758/51758	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-header-style5.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-header-style5.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:04	53520/53520	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-header-style6.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-header-style6.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:05	52359/52359	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-header-style7.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-header-style7.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:05	51624/51624	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-text-left.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-text-left.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:05	51538/51538	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-text-center.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-text-center.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:05	51674/51674	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-text-right.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-text-right.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:06	51625/51625	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-mini-version.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-mini-version.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:06	51622/51622	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-big-version.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-big-version.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:06	51622/51622	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-extra-big-version.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-extra-big-version.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:06	51527/51527	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-bg-white.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-bg-white.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:07	51586/51586	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-bg-image.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-bg-image.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:07	51605/51605	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-bg-image-parallax.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-bg-image-parallax.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
23:26:07	51852/51852	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Jan%202022%2016:37:07%20GMT	https://kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-bg-video.html	C:/My%20Web%20Sites/Naoual/kodesolution.com/html/2017/seniorpress-html/demo/features-page-title-bg-video.html	(from https://kodesolution.com/html/2017/seniorpress-html/demo/index-mp-layout1.html)
